productId,name,price,description,stockQuantity,categoryId,categoryName,storeId,imageUrls,averageRating,totalReviews
150,Waseem Body Mist,150,A fresh and lightweight body mist with a charming scent — for everyday confidence and glow.,0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/27602d57-49f2-445d-89e3-a64260628b3b.jpg', 'https://shopyapi.runasp.net/images/37433cb1-3eee-4f6c-80c9-ea6c2b7c88ad.jpg', 'https://shopyapi.runasp.net/images/78a79458-d64b-471f-ad78-04123cb480b2.jpg']",0.0,0
151,Raṭba Lip Balm ,100,"A hydrating lip balm that keeps your lips soft, smooth, and naturally plump.",0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/2587cae4-cfb6-47ca-bb5d-4cc6d16de513.jpg', 'https://shopyapi.runasp.net/images/bbc9457e-cfa6-47ab-8237-4ca3a49b6dd1.jpg', 'https://shopyapi.runasp.net/images/d26930c7-cd2f-4224-aef3-10533af49f67.jpg']",0.0,0
152,Perfumed Oil (Mukhammaria),100,"A concentrated fragrant oil that lingers on your skin and hair — soft, luxurious, and long-lasting.",0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/a211ac00-79d1-4924-aa0e-9ee1c3e05b53.jpg', 'https://shopyapi.runasp.net/images/b36e972f-8d34-4fad-9d91-402c58ca002e.jpg']",0.0,0
153,Hair Styler,350,"A light cream or spray that helps shape, smooth, and hold your hairstyle with ease.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/dd0bd5b5-d49a-4dd3-890f-8112375ea5c1.jpg'],0.0,0
154,Bath Salts ,230,Relaxing bath salts infused with soothing scents to relieve tension and soften the skin.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/f3a1ed02-ca86-4d01-aa50-299afda755fc.jpg'],0.0,0
155,Body Scrub,250,"A gentle exfoliating scrub that removes dead skin and leaves your body fresh, soft, and glowing.",0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/0fe5e50d-ce7d-4369-90ed-a4675310a0c5.jpg', 'https://shopyapi.runasp.net/images/de9cc557-9995-4458-bfa7-1dd818b0ef27.jpg']",0.0,0
156,Rose Oil ,150,"A nourishing oil infused with rose essence — for soft skin, healthy glow, and a subtle floral scent.",0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/22530ba9-62df-4010-a230-fc29d780dbe5.jpg', 'https://shopyapi.runasp.net/images/4f253e55-cbbf-4a14-bee1-c3adc9778b26.jpg', 'https://shopyapi.runasp.net/images/8f6fcc9b-652a-4446-b4a3-9d2fa4acc6b5.jpg']",0.0,0
157,Body Spray,170,A refreshing body spray that leaves you lightly scented and energized throughout the day.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/5b6f958d-7679-4e96-bcfe-024cd6b9c641.jpg'],0.0,0
158,Laser-Free Hair Remover,250,"A gentle hair removal alternative for smooth, long-lasting results without harsh treatments.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/ada65be5-81b1-4c5b-b51d-4ab44dcb7970.jpg'],0.0,0
159,Moroccan Soap ,300,"Traditional Moroccan black soap that deeply cleanses, detoxifies, and preps the skin for exfoliation.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/e34ff681-54fe-44cd-9737-2cbfb2c0ec3b.jpg'],0.0,0
160,Hair Cream Mask ,300,"A rich hair treatment that deeply nourishes, strengthens, and restores shine and softness.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/63edec75-8433-4f2c-b164-4aa319917552.jpg'],0.0,0
161,Intimate Mist,180,A gentle and pH-balanced mist designed to refresh and protect intimate areas.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/4f03a5e5-cd06-41cb-85ee-ad246a306ca2.jpg'],0.0,0
162,Face Mask,200,"A purifying and hydrating face mask that gives your skin a clean, fresh, and radiant look.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/88012f7f-d0e2-4bec-8f60-aec900dfac60.jpg'],0.0,0
163,Lash & Brow Serum,300,"A nourishing serum that promotes fuller, stronger lashes and brows with daily use.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/2241ce19-054e-4398-9cc1-e5a8273b46df.jpg'],0.0,0
164,Face Serum ,350,"A lightweight serum packed with active ingredients to hydrate, smooth, and boost your glow.",0,13,Skin & HairCare,0,"['https://shopyapi.runasp.net/images/09618585-6b94-45f6-b948-3bedee43c7ba.jpg', 'https://shopyapi.runasp.net/images/d8f46f3c-90bf-46ac-8d20-fc66bb9b6bef.jpg']",0.0,0
165,Growth Serum,380,A powerful serum that stimulates hair growth and strengthens weak or thinning areas.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/63fb1e12-fa7d-4ccd-ad32-8fa3a8b0438b.jpg'],0.0,0
166,Garlic Oil,150,"A natural hair oil known to boost growth, reduce hair fall, and strengthen roots — rich in nutrients your hair loves.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/de00e66c-1038-4720-a943-6a8e7eff0488.jpg'],0.0,0
167,Rosemary Oil,200,Stimulates scalp circulation and encourages healthy hair growth while adding shine and strength.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/c83fe0cd-5d0a-413b-8496-32570a5edd16.jpg'],0.0,0
168,Hair Serum,300,"A smoothing serum that tames frizz, adds shine, and protects your hair from heat and damage.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/f6f4e4d1-f21d-4680-9c2e-faf4d9ea4cfc.jpg'],0.0,0
169,Eid Night Box ,800,A special self-care box filled with beauty favorites for your Eid glow — perfect for pampering and gifting.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/9c27dfd9-fc7e-4080-8d07-0b83f8478f46.jpg'],0.0,0
170,Satin Pillowcase,100,"A silky-soft satin pillowcase that reduces frizz, protects your hair, and keeps your skin smooth while you sleep.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/2939d40b-1b74-4440-97b7-77b1ba2412c2.jpg'],0.0,0
171,Satin Pillowcase & Scrunchies,250,The perfect duo for hair care: a satin pillowcase plus matching satin scrunchies for a friction-free beauty sleep.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/496aced1-6255-414a-a07a-5d04266daaa7.jpg'],0.0,0
172,Saad Oil ,200,A natural oil used to slow unwanted hair growth over time — gentle and ideal for body care routines.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/c9f696fa-c79f-439c-9c78-5b2808bec432.jpg'],0.0,0
173,Fatena Mukhammaria,50,"A luxurious perfumed balm that leaves a captivating scent on your skin and hair — soft, rich, and long-lasting.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/a2222bc6-1ed5-4918-a6a8-143d09819818.jpg'],0.0,0
174,Body Scrub ,250,"Exfoliates dead skin cells and leaves your body smooth, refreshed, and glowing with softness.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/5e8351f4-bd24-4098-a89e-9e405351ef33.jpg'],0.0,0
175,Body Lotion,200,"A hydrating body moisturizer that nourishes and softens the skin, keeping it smooth all day.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/67745bf1-b10a-4361-803e-0265ed278c83.jpg'],0.0,0
176,Frankincense Serum,300,"A natural skin serum infused with pure frankincense extract, known for its anti-aging, healing, and firming properties. Helps reduce fine lines, brighten skin tone, and promote a healthy, youthful glow.

Gentle, powerful, and deeply restoring — perfect for daily use.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/1ddb1983-be2a-4810-bc7c-3414856a7557.jpg'],0.0,0
177,Necklace,150,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/a0bce03f-d78c-41df-9111-192ebd9016c8.jpg'],0.0,0
178,Necklace,170,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/fd5962b8-b016-437b-b375-a4f2fdabc734.jpg'],0.0,0
179,Necklace & Earrings Set,300,"A beautifully matched set of necklace and earrings designed to complete your look with elegance and charm. Whether for a special occasion or everyday sparkle, this set adds the perfect finishing touch.",0,12,Accessories,0,"['https://shopyapi.runasp.net/images/62f74f7b-d72d-40ae-b09a-40d41b4d62d3.jpg', 'https://shopyapi.runasp.net/images/c1e91043-f078-41cd-b2ca-dca7609e8a5b.jpg']",0.0,0
180,Necklace,200,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/2c42d67f-7456-470b-9922-23ba7b8a840d.jpg'],0.0,0
181,Necklace,150,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/28beccb9-619f-4f49-ab07-383e187a4efc.jpg'],0.0,0
182,Necklace,130,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/46acedc9-ce36-4912-857c-f877432c688d.jpg'],0.0,0
183,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/ff0c5397-2908-4393-84f1-71bfae4aad99.jpg'],0.0,0
185,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/02122f4d-2440-48b2-86aa-aaed163cd36a.jpg'],0.0,0
186,Bracelet,130,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/5a047851-d536-459c-926e-9f174b597bbe.jpg'],0.0,0
187,Bracelet,140,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/2ce1a1d0-55c5-48ee-970a-19d864309628.jpg'],0.0,0
188,Bracelet,170,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/6de3284b-b4d1-4cd5-ba1e-3713d0bf7b12.jpg'],0.0,0
189,Bracelet,300,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/c03fe72d-8dd1-4268-b0f9-f367b48141bf.jpg'],0.0,0
190,Bracelet,330,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/10d88b99-109c-484b-a717-bc838d25fe71.jpg'],0.0,0
191,Bracelet,300,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/2ed824ef-227f-4c19-9725-8976ce47f9de.jpg'],0.0,0
192,Bracelet,200,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/92742001-283c-47a3-8aa5-96dcd54fa119.jpg'],0.0,0
193,Necklace,170,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/5f307d09-9b7d-4fd4-bff7-f2ea4073cc54.jpg'],0.0,0
194,Necklace,190,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/041982bf-0b3d-4709-9533-776f9ee61fe4.jpg'],0.0,0
195,Ring,100,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/bc5f28f8-b0f8-40b5-8f8c-399da9048fd4.jpg'],0.0,0
196,Ring,130,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/cd61c6ea-35d6-4c91-82bf-030df08fff58.jpg'],0.0,0
197,Ring,100,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/bce3b9b2-e8e2-4035-8d35-bf0dbb3091eb.jpg'],0.0,0
198,Bracelet,120,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/1523c95a-99ef-4073-bb50-c6ed49109326.jpg'],0.0,0
199,Bracelet,120,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/3db0b335-2dc6-413c-9d4b-5a69af8b72da.jpg'],0.0,0
200,Bracelet,130,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/d931e0df-e040-4e06-925c-268fa8bab0aa.jpg'],0.0,0
201,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f55fb239-6148-4ee3-bd8f-07db8d90a973.jpg'],0.0,0
202,Bracelet,130,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/88ca45e0-5741-4300-acfe-36e170e5c1de.jpg'],0.0,0
203,Bracelet,130,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/ac7635b4-4a7e-4494-b932-dae57dc780b0.jpg'],0.0,0
204,Bracelet,100,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f980f14d-4992-4b79-861a-1926dacd332d.jpg'],0.0,0
205,Bracelet,140,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/0cf6205b-7ff6-4c63-ae53-e161857ceb4f.jpg'],0.0,0
206,Bracelet,140,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/b9975c13-3081-4c58-a13d-38ddfa20c698.jpg'],0.0,0
207,Bracelet,160,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/9e51dd50-ca2b-4196-b358-a5d5d00e6672.jpg'],0.0,0
208,Bracelet,180,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/b93c5589-b89c-447d-980d-3a4a28d4c8b1.jpg'],0.0,0
209,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/05d6212f-537c-44ee-b021-9b8b640157a1.jpg'],0.0,0
210,Bracelet,130,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/0080e752-ec28-463a-9870-65cf9302057b.jpg'],0.0,0
211,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f2ec773e-6675-41ca-ad14-4e8f348a57a6.jpg'],0.0,0
212,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/8851606d-1f10-4536-ad0c-bd92c1cfe753.jpg'],0.0,0
213,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/01f4b92b-7d18-4162-86bf-a83f8bcf124b.jpg'],0.0,0
214,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/38900527-9afd-40ba-8964-8379fd219d24.jpg'],0.0,0
215,Bracelet,200,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f65e1a05-fe21-4800-85a4-9174c67958e1.jpg'],0.0,0
216,Bracelet,100,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f6b88447-834c-48f8-8f07-f81914a7dc1f.jpg'],0.0,0
217,Bracelet,150,"A delicate bracelet designed to complement your wrist with style. Whether worn solo or layered, it’s the perfect finishing touch.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/9ea21beb-11ce-482f-a6f7-0d978f558813.jpg'],0.0,0
218,Necklace,160,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/25c3449e-3f19-4c9f-a651-e5b4be181e89.jpg'],0.0,0
219,Necklace,170,A timeless necklace crafted with elegance and care. Perfect for adding a subtle sparkle to your everyday look or for special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/93ffb16e-adf1-4345-a02c-217fe99af599.jpg'],0.0,0
220,Ring,100,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/d403d4c8-43e0-4347-8b1f-9d4f3f092162.jpg'],0.0,0
221,Ring,120,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/ef4691c2-f377-4327-b054-7b1f33d54ffc.jpg'],0.0,0
222,Ring,120,A beautifully designed ring that blends simplicity and charm. Ideal for daily wear or as a meaningful gift for someone special.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/e7b69d12-7211-4c0e-afd1-74681a955593.jpg'],0.0,0
223,Earrings,100,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/60cca3ec-c306-436f-9097-344c5de839a1.jpg'],0.0,0
224,Earrings,120,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/212b9a9f-eb72-417c-93e6-9efc56bc3ce2.jpg'],0.0,0
225,Earrings,130,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/4392b5aa-42c8-4911-9733-bdf87f8f197c.jpg'],0.0,0
226,Earrings,150,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/d9253d2f-6064-4b3f-8528-f1a9f25168d4.jpg'],0.0,0
227,Earrings,100,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/880c2c11-e972-480a-bca6-8014e36fc701.jpg'],0.0,0
228,Earrings,120,"Elegant, lightweight earrings designed to add charm and sparkle to your everyday or special look. A perfect blend of simplicity and style.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/4ea63d23-f674-4dd6-9e35-04e28b5dbe7e.jpg'],0.0,0
229,Hairband,100,A stylish and comfortable hairband designed to keep your hair in place while adding a touch of elegance or fun to your look. Perfect for daily wear or special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/d7a23a6b-b743-4d78-9f0c-19aab0e068b1.jpg'],0.0,0
230,Hairband,150,A stylish and comfortable hairband designed to keep your hair in place while adding a touch of elegance or fun to your look. Perfect for daily wear or special occasions.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/b5b4cbde-1f07-41b8-9347-2b545fb360d8.jpg'],0.0,0
231,Bracelet & Earrings Set,300,A stylish set featuring a matching bracelet and earrings — crafted to add a subtle sparkle and timeless elegance to your look. Perfect for gifting or elevating your everyday style.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/29d0ac8f-02e4-4e18-8344-88789bdfdd98.jpg'],0.0,0
232,Bag Charm,70,A cute and stylish bag charm to add personality and flair to any handbag. The perfect accessory for a touch of fun or elegance on the go.,0,12,Accessories,0,"['https://shopyapi.runasp.net/images/362d2c1a-c039-4df4-b5e9-624ed7f29b95.jpg', 'https://shopyapi.runasp.net/images/90d33a6c-70e1-469c-9c62-31da41af1d0d.jpg']",0.0,0
233,"Ring, Earrings & Necklace",400,"A graceful combination of ring, earrings, and necklace — beautifully coordinated to add sparkle and sophistication to any outfit.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/f7b4c66f-af6a-4da8-9f75-9fb65b32f1f7.jpg'],0.0,0
234,"Ring, Earrings & Necklace",350,"A graceful combination of ring, earrings, and necklace — beautifully coordinated to add sparkle and sophistication to any outfit.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/5f1188ff-f1c5-4ee3-8293-b4847cd27e2a.jpg'],0.0,0
235,"Bracelet, Necklace & Earrings ",500,"A timeless set that includes a delicate bracelet, elegant necklace, and matching earrings — designed to add effortless charm to any look.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/940e0f56-660b-4ad8-bbca-0ee57aabec4b.jpg'],0.0,0
236,Bracelet & Ring,200,A dainty bracelet paired with a stylish ring — a minimal yet eye-catching duo perfect for everyday elegance or thoughtful gifting.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/32683898-cbc2-4082-8c16-f1450827751b.jpg'],0.0,0
237,Bracelet & Ring,250,A dainty bracelet paired with a stylish ring — a minimal yet eye-catching duo perfect for everyday elegance or thoughtful gifting.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/7f423b72-7f00-4348-a42a-52f7d8d57082.jpg'],0.0,0
238,Bracelet & Ring,250,A dainty bracelet paired with a stylish ring — a minimal yet eye-catching duo perfect for everyday elegance or thoughtful gifting.,0,12,Accessories,0,['https://shopyapi.runasp.net/images/ebe2285a-9cf9-4f2c-9e8b-db28ff358f8d.jpg'],0.0,0
239,Full Jewelry Set ,600,"A complete jewelry set featuring a bracelet, earrings, necklace, and ring. Perfectly coordinated for a polished, luxurious look that suits every occasion.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/6e0d940b-8896-4eb4-821e-7b6e150a646d.jpg'],0.0,0
240,Full Jewelry Set ,600,"A complete jewelry set featuring a bracelet, earrings, necklace, and ring. Perfectly coordinated for a polished, luxurious look that suits every occasion.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/42043156-186b-4b20-a949-eb4cd3012427.jpg'],0.0,0
241,"Bracelet, Necklace & Earrings ",400,"A timeless set that includes a delicate bracelet, elegant necklace, and matching earrings — designed to add effortless charm to any look.",0,12,Accessories,0,['https://shopyapi.runasp.net/images/67d5b35a-53fc-46eb-ad51-7f576fdb588f.jpg'],0.0,0
242,Mug with Flowers,300,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/e2208625-911e-4daf-b34b-b0a9d5ede2ac.jpg'],0.0,0
243,Mug with Flowers,350,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/17155b40-a9e1-4072-a9b7-cb4b60ab88c5.jpg'],0.0,0
244,Mug with Flowers,330,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/c75f2ddd-5fdf-4021-a5c1-19e068956bdd.jpg'],0.0,0
245,Mug with Flowers,300,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/a90af963-6fd1-470b-930f-17815c9cab1d.jpg'],0.0,0
246,Mug with Flowers,400,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/52b05bd4-54d2-4b52-a42b-70dbc010a74a.jpg'],0.0,0
247,Mug with Flowers,400,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/4e94bd0a-30b6-40f3-a66f-d09b3ef7298a.jpg'],0.0,0
248,Mug with Flowers,350,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/2cc9b575-cfde-4e6d-a57f-a11cd72f0c93.jpg'],0.0,0
249,Mug with Flowers,380,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/2fb8f13e-d5be-43ea-91d2-bfff777fc139.jpg'],0.0,0
250,Mug with Flowers,350,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/cfffa5bd-9aa7-4e67-bc50-6c247c8f2007.jpg'],0.0,0
251,Mug with Flowers,450,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/820bd7ca-3652-46d3-98fe-9aa5adac387e.jpg'],0.0,0
252,Mug with Flowers,350,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/db92bb2c-cc93-48c1-a171-4eddc543ecd3.jpg'],0.0,0
253,Mug with Flowers,400,A charming mug adorned with handcrafted floral details — the perfect gift for flower lovers and cozy mornings.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/7f3e91b3-f199-4316-a9f1-1b48de5c3172.jpg'],0.0,0
254,Heart Mug,300,A sweet and romantic mug featuring cute heart designs. Ideal for sharing love with every sip.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/1941e44c-e48b-47d6-ae97-b894d939fc80.jpg'],0.0,0
255,Heart Mug,350,A sweet and romantic mug featuring cute heart designs. Ideal for sharing love with every sip.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/31e3befc-7832-49fa-acca-363a4e9b14eb.jpg'],0.0,0
256,Sunflower Mug,340,"A bold and joyful mug inspired by sunflowers — full of energy, warmth, and positivity.",0,10,Mugs,0,['https://shopyapi.runasp.net/images/50dff38b-2590-43ba-ab9b-2d0c4c6e2bf6.jpg'],0.0,0
257,Bow Mug,300,A playful and elegant mug topped with a cute bow detail — a perfect blend of charm and style.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/49c78ef5-efbe-4e97-afd6-0a48e8da4d7e.jpg'],0.0,0
258,Bow Mug,350,A playful and elegant mug topped with a cute bow detail — a perfect blend of charm and style.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/1eafc84f-f0fd-4890-96d5-470f80e2b41b.jpg'],0.0,0
259,Bow Mug,380,A playful and elegant mug topped with a cute bow detail — a perfect blend of charm and style.,0,10,Mugs,0,['https://shopyapi.runasp.net/images/ec9feb98-fc24-4084-8914-8a923efa67c4.jpg'],0.0,0
